PostID,UserID,PostDateTime,PostContent,Hashtags,PostTopic,Likes,Shares,Comments,UserFollowers,UserFollowing,UserLocation,UserAge,UserGender,SentimentScore
4606,1672,"May 08, 2023 10:23:06",Tech update: A breakthrough in AI is set to transform the industry. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,976,324,171,72135,4092,Emilyfort,16,Female,0.36
4607,1516,"May 31, 2023 04:34:46",Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,700,450,25,99708,1847,West Angela,52,Male,-0.85
4608,3532,2023-10-14 14:05:55,Lifestyle tips: Small changes can make a big difference in your daily routine. #food,#food,Lifestyle,292,415,127,76940,224,Vegaburgh,67,Male,0.8
4609,2613,06/25/2023 07:55 AM,Breaking news: Major policy changes have sparked debates in the parliament. #debate #policy #election,"#debate, #policy, #election",Politics,194,144,141,95871,1762,New Stephanie,25,Female,-0.37
4610,4674,"February 28, 2023 15:15:12",Tech update: A breakthrough in AI is set to transform the industry. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,291,444,23,22994,3069,West Rebecca,18,Male,0.48
4611,4670,27-04-2023 10:50,Breaking: A startup's new product is creating major buzz in the tech world. #AI #innovation,"#AI, #innovation",Technology,886,105,231,17498,3113,Whiteborough,38,Other,-0.45
4612,1781,"August 30, 2023 13:31:42",Exploring new travel destinations and delicious cuisines—life is an adventure. #travel,#travel,Lifestyle,260,324,176,45432,721,Brittanytown,53,Female,0.05
4613,3151,11/14/2023 08:38 AM,Attended an inspiring tech conference—innovations are on the horizon. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,941,10,234,90432,743,South Carolyn,54,Female,0.94
4614,4523,11/22/2023 06:59 AM,Breaking: A startup's new product is creating major buzz in the tech world. #AI,#AI,Technology,206,165,25,77633,597,Cindyburgh,73,,
4615,4558,14-04-2023 14:17,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,563,195,265,30880,1172,East Danielborough,74,Female,-0.41
4616,3035,2023-03-03 08:35:58,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel,#travel,Lifestyle,48,230,116,42186,3347,Lake Reginald,33,Female,-0.08
4617,3386,"July 31, 2023 14:42:41",Breaking: A startup's new product is creating major buzz in the tech world. #AI #innovation,"#AI, #innovation",Technology,5,146,57,93468,4036,Wardstad,43,Female,0.35
4618,1686,2023-08-13 19:56:58,Breaking news: Major policy changes have sparked debates in the parliament. #policy #debate,"#policy, #debate",Politics,378,358,269,26606,2646,South Jimmy,55,Male,-0.11
4619,2589,"July 27, 2023 23:42:27",Just watched an amazing movie—highly recommend it to all film lovers. #movies,#movies,Entertainment,393,237,294,74300,4418,North David,33,Female,0.82
4620,1899,16-06-2023 02:19,Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,885,496,121,95800,3073,Brentshire,41,Female,0.73
4621,2501,2023-02-26 14:04:44,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,223,470,158,95696,833,Port Andrewmouth,67,Male,-0.71
4622,4794,"March 24, 2023 13:30:56",Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,22,400,177,51120,1259,Elizabethberg,70,Male,0.57
4623,3654,"January 11, 2023 02:05:22",Entertainment buzz: A star-studded event lit up the night. #celebrity #movies,"#celebrity, #movies",Entertainment,656,12,143,14085,989,Spencemouth,36,Female,0.88
4624,1222,09/22/2023 04:45 AM,Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,109,218,88,83553,4597,North Geoffreyland,57,Male,-0.37
4625,4080,06/29/2023 04:07 PM,Breaking news: Major policy changes have sparked debates in the parliament. #policy #election,"#policy, #election",Politics,723,256,238,1562,1578,Frostfort,21,Other,-0.52
4626,2076,"November 06, 2023 02:54:31",Breaking news: Major policy changes have sparked debates in the parliament. #debate #election #policy,"#debate, #election, #policy",Politics,811,1,37,24182,143,Port Michaelstad,78,,
4627,2100,10/01/2023 10:25 PM,Sports update: The championship match had fans on the edge of their seats. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,552,209,78,1965,1380,Hutchinsonland,14,Female,-0.77
4628,2741,"December 08, 2023 21:00:40",Political update: Today's debate on election integrity was intense. #election,#election,Politics,398,483,251,36877,1811,West Michael,49,Female,0.92
4629,1502,"June 21, 2023 22:37:11",Stay informed: New government policies are reshaping public discourse. #election #debate,"#election, #debate",Politics,171,364,148,11422,2271,North Ryan,49,Male,-0.22
4630,2339,06/22/2023 03:25 PM,Entertainment buzz: A star-studded event lit up the night. #music #movies,"#music, #movies",Entertainment,697,224,15,91948,2792,West Daniel,58,Female,-0.23
4631,4885,01/26/2023 06:05 AM,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,725,483,268,27862,1146,Thomashaven,18,,
4632,3869,10/26/2023 05:48 AM,Entertainment buzz: A star-studded event lit up the night. #music #movies,"#music, #movies",Entertainment,305,193,117,14638,2153,Port Bonniestad,60,,
4633,4913,2023-07-31 13:02:30,Entertainment buzz: A star-studded event lit up the night. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,563,195,191,57225,2792,Chandlerport,20,Female,0.02
4634,1623,13-08-2023 07:55,What a game! That last-minute goal was simply unforgettable. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,581,399,287,73346,4779,Amandaberg,44,Male,0.45
4635,2886,"January 20, 2023 17:40:43",What a game! That last-minute goal was simply unforgettable. #olympics,#olympics,Sports,707,259,296,90683,2341,Valenciabury,79,Female,0.1
4636,3212,19-02-2023 11:24,Stay informed: New government policies are reshaping public discourse. #policy #debate,"#policy, #debate",Politics,958,56,193,3277,4349,North Peggychester,40,Female,-0.93
4637,4350,2023-12-04 19:59:12,Just watched an amazing movie—highly recommend it to all film lovers. #movies #celebrity,"#movies, #celebrity",Entertainment,953,456,280,27602,3712,New Andrew,52,Male,0.61
4638,2050,2023-07-16 22:56:35,Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,150,112,249,19349,65,Heidiburgh,28,Male,0.86
4639,2093,"February 04, 2023 10:33:25",Political update: Today's debate on election integrity was intense. #election,#election,Politics,427,212,230,3297,175,Travischester,69,,
4640,4289,"March 01, 2023 00:25:54",Celebrity update: The latest music release is topping the charts. #movies,#movies,Entertainment,620,278,2,35329,3472,Port Heathertown,67,Female,-0.27
4641,2985,03-06-2023 16:07,Living my best life—enjoying every moment and embracing wellness. #food,#food,Lifestyle,466,243,173,24266,4224,East Haleyville,51,,
4642,2388,18-12-2023 19:11,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies,"#celebrity, #movies",Entertainment,629,379,239,69217,3622,Nolanside,67,Female,-0.4
4643,4772,06/09/2023 07:15 AM,What a game! That last-minute goal was simply unforgettable. #basketball #football,"#basketball, #football",Sports,876,116,103,8792,838,East Sergiohaven,42,Male,0.29
4644,4916,24-09-2023 23:21,Living my best life—enjoying every moment and embracing wellness. #food #health,"#food, #health",Lifestyle,606,385,288,98524,2402,North Diane,54,Female,0.54
4645,2329,18-06-2023 16:17,Living my best life—enjoying every moment and embracing wellness. #health #travel #food,"#health, #travel, #food",Lifestyle,767,450,243,1875,1561,North Sarahville,17,Male,-0.34
4646,2147,2023-04-05 08:41:25,Just watched an amazing movie—highly recommend it to all film lovers. #music #celebrity,"#music, #celebrity",Entertainment,555,86,287,32756,4270,South Monicafort,57,Male,-0.32
4647,1018,17-04-2023 05:05,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,947,409,272,706,4763,Lindahaven,76,Male,-0.1
4648,2280,09/23/2023 12:33 PM,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,66,380,119,57381,4887,Bakerview,44,Female,-0.66
4649,4367,19-05-2023 06:39,Sports update: The championship match had fans on the edge of their seats. #football #olympics,"#football, #olympics",Sports,155,366,258,7475,3767,Floresport,24,Female,0.85
4650,4999,"December 01, 2023 15:04:21",Tech update: A breakthrough in AI is set to transform the industry. #AI #startup,"#AI, #startup",Technology,834,262,69,919,130,Robinsonton,78,Male,0.41
4651,2045,10/08/2023 11:30 PM,Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,205,483,182,77092,1694,East Justin,64,Male,-0.13
4652,4951,"July 02, 2023 13:30:29",Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel,"#food, #travel",Lifestyle,785,299,246,31473,224,Richardsonborough,44,Female,-0.76
4653,1988,2023-03-13 22:41:14,Living my best life—enjoying every moment and embracing wellness. #travel,#travel,Lifestyle,154,416,117,883,725,Justinport,47,Male,0.7
4654,3497,05/02/2023 03:57 PM,Political update: Today's debate on election integrity was intense. #debate #election,"#debate, #election",Politics,690,112,30,51098,397,Lake Sherryberg,18,Male,-0.03
4655,3599,06/01/2023 07:01 PM,Lifestyle tips: Small changes can make a big difference in your daily routine. #health #food #travel,"#health, #food, #travel",Lifestyle,508,447,148,7660,1962,North Dylanfort,34,Other,0.59
4656,2573,13-09-2023 21:59,What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,571,163,15,29268,1440,South Joshua,59,Female,-0.93
4657,2071,02/23/2023 02:38 AM,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,73,3,272,66027,1608,Sullivanview,25,Male,-0.45
4658,3742,2023-04-26 19:52:51,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,48,117,101,24364,1488,North Bradland,35,Female,0.24
4659,3634,2023-10-18 12:50:48,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music,"#movies, #music",Entertainment,782,22,71,99536,2975,Jamesshire,56,Female,-0.02
4660,3768,2023-04-14 22:09:49,What a game! That last-minute goal was simply unforgettable. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,466,408,192,76345,4869,Lake Danaville,21,Female,-0.41
4661,2206,06/09/2023 03:10 PM,Living my best life—enjoying every moment and embracing wellness. #food #health,"#food, #health",Lifestyle,584,232,110,78698,4753,West Robertmouth,71,Female,-0.6
4662,2458,11/22/2023 05:00 AM,Breaking: A startup's new product is creating major buzz in the tech world. #startup #AI,"#startup, #AI",Technology,707,89,292,46901,3842,Haroldburgh,42,Female,-0.4
4663,3154,12-02-2023 15:18,Celebrity update: The latest music release is topping the charts. #celebrity #movies,"#celebrity, #movies",Entertainment,910,475,276,76024,407,Port Shannon,56,Female,0.48
4664,2211,2023-01-18 19:40:00,Sports update: The championship match had fans on the edge of their seats. #football #basketball,"#football, #basketball",Sports,178,254,105,47459,3447,East Michael,61,Female,-0.63
4665,1775,08-07-2023 21:09,Entertainment buzz: A star-studded event lit up the night. #movies #celebrity,"#movies, #celebrity",Entertainment,47,91,36,28136,1138,Heatherton,28,Female,0.19
4666,4157,2023-03-28 09:38:26,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate,"#election, #debate",Politics,71,468,290,5418,342,New Rebecca,65,Female,-0.15
4667,2859,11-09-2023 00:30,Incredible performance today—truly a masterclass in sportsmanship. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,112,457,180,63471,1040,Port David,14,Male,0.53
4668,2866,"August 08, 2023 23:05:19",Breaking: A startup's new product is creating major buzz in the tech world. #startup #innovation #AI,"#startup, #innovation, #AI",Technology,756,154,142,54814,3452,East Benjamin,79,Male,-0.6
4669,4527,"December 07, 2023 06:19:23",Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,896,306,113,30644,2626,West Anthony,54,Other,-0.46
4670,2160,2023-08-18 17:19:47,Incredible performance today—truly a masterclass in sportsmanship. #football #olympics #basketball,"#football, #olympics, #basketball",Sports,902,114,237,20923,869,Arroyoton,76,Other,-0.2
4671,2881,27-07-2023 10:01,Sports update: The championship match had fans on the edge of their seats. #olympics #football #basketball,"#olympics, #football, #basketball",Sports,820,206,93,49928,3540,North Howardbury,20,Female,-0.67
4672,3945,05/19/2023 09:24 PM,Stay informed: New government policies are reshaping public discourse. #election #debate,"#election, #debate",Politics,158,80,259,17078,4275,West Rickyborough,33,Male,-0.08
4673,3383,10/05/2023 12:13 AM,Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,785,102,106,28560,3670,Lake Cindy,72,,
4674,3654,01/17/2023 09:35 AM,Incredible performance today—truly a masterclass in sportsmanship. #basketball #football #olympics,"#basketball, #football, #olympics",Sports,779,482,243,44211,3478,Sheilafurt,46,Male,0.98
4675,3885,17-12-2023 02:50,Incredible performance today—truly a masterclass in sportsmanship. #olympics #basketball,"#olympics, #basketball",Sports,815,452,22,3424,2557,Ryanside,16,Female,0.19
4676,2780,"August 14, 2023 08:44:21",Attended an inspiring tech conference—innovations are on the horizon. #AI #innovation,"#AI, #innovation",Technology,29,79,270,88188,4738,Caseystad,74,Male,-0.86
4677,4540,12/05/2023 11:33 PM,Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,96,406,139,55678,3039,Anitamouth,14,Female,-0.08
4678,1601,2023-01-05 21:01:20,Exploring new travel destinations and delicious cuisines—life is an adventure. #health,#health,Lifestyle,250,102,81,3034,1974,Lake Kari,62,Female,0.76
4679,2594,"January 11, 2023 12:34:05",Sports update: The championship match had fans on the edge of their seats. #basketball #football,"#basketball, #football",Sports,518,239,155,5133,4759,Brownview,38,Female,0.73
4680,3450,2023-07-18 03:07:03,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation,"#startup, #innovation",Technology,91,264,18,6186,4684,Christopherville,49,Other,0.92
4681,1539,05-07-2023 02:33,Political update: Today's debate on election integrity was intense. #policy,#policy,Politics,112,32,68,37201,4406,East Brianland,67,Female,0.79
4682,2095,07/05/2023 07:41 AM,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #travel #health,"#food, #travel, #health",Lifestyle,258,34,131,44045,3694,North Michael,30,Female,-0.65
4683,2805,2023-07-28 10:12:42,Political update: Today's debate on election integrity was intense. #election #policy #debate,"#election, #policy, #debate",Politics,106,248,255,92575,3257,North Keithside,36,Male,-0.99
4684,1023,22-06-2023 03:28,Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music,"#celebrity, #music",Entertainment,574,487,208,18994,2706,Lisamouth,42,Other,0.23
4685,1623,08/21/2023 06:10 AM,Breaking news: Major policy changes have sparked debates in the parliament. #election #debate #policy,"#election, #debate, #policy",Politics,389,49,9,61213,1734,Hopkinschester,29,,
4686,2835,07-01-2023 20:37,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,990,279,139,4787,1300,Tammytown,54,Male,-0.74
4687,4556,2023-05-24 19:35:14,Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,357,471,134,2987,1862,North Emily,24,Female,-0.67
4688,2079,"December 13, 2023 07:23:29",Stay informed: New government policies are reshaping public discourse. #policy,#policy,Politics,782,241,254,3143,1892,Hernandezbury,39,Male,0.93
4689,1985,2023-12-13 07:18:40,Entertainment buzz: A star-studded event lit up the night. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,198,151,299,18115,277,New Thomas,67,Female,0.89
4690,1222,2023-11-05 07:26:42,Tech update: A breakthrough in AI is set to transform the industry. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,426,146,257,17889,3948,New Carl,16,Female,-0.69
4691,4703,"July 10, 2023 06:27:00",Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,477,38,93,56884,2355,New Davidbury,47,Female,-0.51
4692,1178,27-07-2023 15:10,Entertainment buzz: A star-studded event lit up the night. #celebrity #music,"#celebrity, #music",Entertainment,858,188,240,6215,2923,Masonfurt,77,Other,0.78
4693,3847,22-05-2023 21:17,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,848,24,236,28921,3341,South Wendyshire,41,Female,-0.13
4694,3481,2023-03-08 07:46:25,What a game! That last-minute goal was simply unforgettable. #basketball #olympics #football,"#basketball, #olympics, #football",Sports,502,243,164,22979,1309,Lake Edward,48,Male,0.6
4695,2960,2023-10-24 01:35:23,Stay informed: New government policies are reshaping public discourse. #election #policy #debate,"#election, #policy, #debate",Politics,657,222,147,53742,3510,Wesleyview,46,Male,-0.21
4696,2473,25-12-2023 05:35,Celebrity update: The latest music release is topping the charts. #music #celebrity #movies,"#music, #celebrity, #movies",Entertainment,917,229,217,60880,2442,Shermanburgh,48,,
4697,1792,"January 28, 2023 13:31:26",Sports update: The championship match had fans on the edge of their seats. #olympics #basketball #football,"#olympics, #basketball, #football",Sports,572,152,107,49257,2747,New Edward,67,Female,-0.21
4698,1883,11/30/2023 07:39 PM,What a game! That last-minute goal was simply unforgettable. #basketball,#basketball,Sports,119,410,230,32817,2564,Port Frederickhaven,16,Male,0.8
4699,3539,"September 29, 2023 21:04:46",Breaking: A startup's new product is creating major buzz in the tech world. #startup,#startup,Technology,572,287,69,60362,4334,South Courtney,23,Female,-0.35
4700,2212,2023-06-09 21:22:11,Tech update: A breakthrough in AI is set to transform the industry. #startup #AI,"#startup, #AI",Technology,308,394,220,41071,3489,East Jeremiah,71,Male,0.05
4701,2601,05-04-2023 12:58,Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,537,452,73,71140,3219,Tanyaport,15,Male,0.04
4702,1809,"May 26, 2023 06:15:08",Attended an inspiring tech conference—innovations are on the horizon. #innovation #AI #startup,"#innovation, #AI, #startup",Technology,626,107,178,74285,714,Lake Dianaburgh,24,Female,0.3
4703,1960,2023-09-14 14:31:11,What a game! That last-minute goal was simply unforgettable. #olympics #football,"#olympics, #football",Sports,474,32,79,92484,4166,Michealburgh,33,Male,-0.39
4704,1419,07/15/2023 03:10 PM,Exploring new travel destinations and delicious cuisines—life is an adventure. #food #health,"#food, #health",Lifestyle,551,402,158,63923,1233,South Benjaminbury,34,Male,0.29
4705,4320,08/26/2023 07:36 PM,Breaking: A startup's new product is creating major buzz in the tech world. #startup #AI #innovation,"#startup, #AI, #innovation",Technology,343,362,168,24842,4574,Bakerton,30,,
4706,4659,"April 30, 2023 06:40:51",Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health,"#food, #health",Lifestyle,627,110,160,81311,2682,Byrdhaven,18,Female,0.79
4707,3696,2023-06-07 11:23:24,Attended an inspiring tech conference—innovations are on the horizon. #startup #innovation,"#startup, #innovation",Technology,135,120,31,26620,3115,Lake Joshua,77,Female,-0.71
4708,2187,2023-03-24 00:18:24,Attended an inspiring tech conference—innovations are on the horizon. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,276,15,120,14933,1939,Davidmouth,67,Female,0.68
4709,4816,06/10/2023 12:14 AM,Political update: Today's debate on election integrity was intense. #election #policy #debate,"#election, #policy, #debate",Politics,988,226,214,51447,3168,North Brendamouth,52,Female,0.39
4710,2278,19-03-2023 13:02,Stay informed: New government policies are reshaping public discourse. #debate #policy,"#debate, #policy",Politics,810,10,2,61575,4368,North Kirsten,64,Female,-0.32
4711,3523,03-05-2023 13:06,Stay informed: New government policies are reshaping public discourse. #election #debate #policy,"#election, #debate, #policy",Politics,532,202,227,73210,1009,Lake Hannahland,56,Female,-0.35
4712,4877,"October 26, 2023 15:05:43",Political update: Today's debate on election integrity was intense. #policy #election #debate,"#policy, #election, #debate",Politics,898,201,47,8243,207,Jessicaview,74,Male,0.93
4713,2440,"December 25, 2023 11:45:02",Living my best life—enjoying every moment and embracing wellness. #health,#health,Lifestyle,30,97,166,89572,2057,Jamesshire,41,,
4714,3217,02/02/2023 10:10 AM,Entertainment buzz: A star-studded event lit up the night. #celebrity #music #movies,"#celebrity, #music, #movies",Entertainment,246,115,10,87105,4946,Shaneland,31,Female,0.45
4715,2340,2023-10-28 15:01:22,Breaking news: Major policy changes have sparked debates in the parliament. #debate,#debate,Politics,410,452,237,48638,771,Hardyburgh,40,Male,-0.63
4716,3221,30-05-2023 10:58,Exploring new travel destinations and delicious cuisines—life is an adventure. #travel #health #food,"#travel, #health, #food",Lifestyle,26,470,277,63895,1304,North Christopher,31,Female,0.81
4717,3517,11-05-2023 05:45,Stay informed: New government policies are reshaping public discourse. #election,#election,Politics,72,438,240,82259,2395,New Johnview,43,,
4718,3392,19-05-2023 08:17,Breaking news: Major policy changes have sparked debates in the parliament. #debate #policy #election,"#debate, #policy, #election",Politics,952,280,191,77266,4590,Matthewberg,66,Male,0.87
4719,3492,21-03-2023 03:56,Celebrity update: The latest music release is topping the charts. #music,#music,Entertainment,96,348,11,17339,154,East Jennifer,74,Female,0.76
4720,2041,04/10/2023 04:42 AM,What a game! That last-minute goal was simply unforgettable. #olympics #basketball,"#olympics, #basketball",Sports,672,231,52,96659,1711,Alexandershire,26,Female,0.1
4721,2093,13-08-2023 01:47,Celebrity update: The latest music release is topping the charts. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,345,460,54,27340,1141,Jensenville,62,Female,-0.7
4722,2361,2023-06-23 13:02:07,Just watched an amazing movie—highly recommend it to all film lovers. #music,#music,Entertainment,475,110,20,653,587,Audreyville,71,,
4723,3675,26-08-2023 19:24,Attended an inspiring tech conference—innovations are on the horizon. #AI,#AI,Technology,299,351,18,24618,2770,Davidstad,70,Female,-0.6
4724,1591,"January 14, 2023 23:12:31",Breaking: A startup's new product is creating major buzz in the tech world. #innovation #startup,"#innovation, #startup",Technology,298,417,58,13712,4946,Davisview,21,Female,-0.56
4725,1526,2023-01-12 00:54:52,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics,"#basketball, #olympics",Sports,286,11,150,76773,1114,Murrayfort,69,Male,-0.05
4726,4759,20-12-2023 12:53,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,884,471,258,64559,1621,Lake Courtneyville,53,Female,0.74
4727,3503,07/16/2023 04:49 PM,Tech update: A breakthrough in AI is set to transform the industry. #AI #innovation,"#AI, #innovation",Technology,448,487,57,25904,3065,Nguyenfort,39,Male,-0.95
4728,2292,08/30/2023 03:12 PM,Celebrity update: The latest music release is topping the charts. #music #celebrity,"#music, #celebrity",Entertainment,211,20,215,41254,3496,Riversfurt,70,Male,-0.52
4729,2654,08-09-2023 03:55,Lifestyle tips: Small changes can make a big difference in your daily routine. #travel #health,"#travel, #health",Lifestyle,75,126,61,40206,1479,Robinland,70,Female,0.19
4730,1810,"July 08, 2023 08:04:25",Just watched an amazing movie—highly recommend it to all film lovers. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,400,284,145,98141,291,Watsonbury,36,Female,0.73
4731,1187,03/22/2023 03:52 PM,Celebrity update: The latest music release is topping the charts. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,654,434,238,55246,1412,Port Sophiastad,74,Female,-0.41
4732,4068,2023-05-06 07:10:53,What a game! That last-minute goal was simply unforgettable. #olympics #basketball,"#olympics, #basketball",Sports,33,120,292,9717,2117,West David,79,,
4733,2592,"July 11, 2023 03:35:48",Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,497,123,181,15498,1928,Samueltown,15,Male,-0.25
4734,3758,12/22/2023 01:53 PM,Exploring new travel destinations and delicious cuisines—life is an adventure. #food,#food,Lifestyle,847,406,94,2793,2938,North Markburgh,63,Other,-0.41
4735,1528,"December 29, 2023 18:36:59",Political update: Today's debate on election integrity was intense. #debate #policy,"#debate, #policy",Politics,515,32,77,31071,350,Petersenmouth,79,,
4736,1433,09/20/2023 02:03 PM,Breaking: A startup's new product is creating major buzz in the tech world. #AI #innovation #startup,"#AI, #innovation, #startup",Technology,327,391,141,67607,4310,Port Felicia,69,Female,0.31
4737,3335,09/22/2023 01:50 PM,Sports update: The championship match had fans on the edge of their seats. #basketball #olympics,"#basketball, #olympics",Sports,97,169,104,54654,2878,Michellemouth,32,Female,0.69
4738,2941,"November 19, 2023 13:18:26",Lifestyle tips: Small changes can make a big difference in your daily routine. #health,#health,Lifestyle,365,76,260,80178,3812,Thomaston,57,Male,0.84
4739,4638,13-09-2023 12:59,Tech update: A breakthrough in AI is set to transform the industry. #AI #startup #innovation,"#AI, #startup, #innovation",Technology,728,452,94,74327,3738,Biancamouth,18,Other,0.8
4740,3546,03-08-2023 21:33,Attended an inspiring tech conference—innovations are on the horizon. #startup #AI,"#startup, #AI",Technology,462,296,222,79090,2450,Christopherton,45,Male,0.08
4741,4512,"August 04, 2023 07:42:21",Just watched an amazing movie—highly recommend it to all film lovers. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,27,329,189,86134,3208,Suzannefurt,55,Female,-0.63
4742,2804,02/22/2023 05:37 AM,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,712,62,128,69409,1070,Donaldborough,62,Female,-0.56
4743,1302,11/03/2023 06:19 PM,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,385,269,194,85667,1599,East Edward,39,,
4744,1086,10/08/2023 12:51 AM,Entertainment buzz: A star-studded event lit up the night. #movies #music #celebrity,"#movies, #music, #celebrity",Entertainment,272,215,19,40777,2968,Lake Stephaniemouth,42,Female,0.84
4745,3877,09/23/2023 09:05 AM,Celebrity update: The latest music release is topping the charts. #movies #celebrity #music,"#movies, #celebrity, #music",Entertainment,825,189,298,68502,927,New Brianberg,30,Female,0.06
4746,1437,09/03/2023 09:09 PM,Just watched an amazing movie—highly recommend it to all film lovers. #music #celebrity #movies,"#music, #celebrity, #movies",Entertainment,126,74,239,49938,3130,Lyonschester,42,Male,0.87
4747,3588,03-05-2023 08:15,Political update: Today's debate on election integrity was intense. #debate,#debate,Politics,201,173,234,98204,3584,Moraleschester,27,Female,-0.48
4748,2045,01/18/2023 02:46 AM,Living my best life—enjoying every moment and embracing wellness. #food #travel,"#food, #travel",Lifestyle,520,66,84,67703,3657,Mooreberg,74,,
4749,1832,"July 12, 2023 14:38:31",Stay informed: New government policies are reshaping public discourse. #debate,#debate,Politics,286,92,93,22391,1370,Kaitlinshire,33,Male,0.59
4750,1796,10/04/2023 05:38 AM,Breaking news: Major policy changes have sparked debates in the parliament. #election,#election,Politics,449,52,41,28597,3153,Nielsenfurt,24,Female,0.76
4751,1559,04/26/2023 04:57 AM,Entertainment buzz: A star-studded event lit up the night. #music,#music,Entertainment,87,495,73,32069,4576,Martinezland,61,Female,-0.1
4752,4588,20-11-2023 06:07,Incredible performance today—truly a masterclass in sportsmanship. #basketball,#basketball,Sports,317,435,114,42184,2886,Shepardshire,13,,
4753,1761,2023-09-11 11:51:30,Breaking: A startup's new product is creating major buzz in the tech world. #innovation #startup,"#innovation, #startup",Technology,18,93,189,97094,2167,South Crystal,67,Male,-0.92
4754,2698,2023-06-23 17:07:12,Tech update: A breakthrough in AI is set to transform the industry. #innovation #startup #AI,"#innovation, #startup, #AI",Technology,592,112,124,16777,1184,Gregoryside,37,Male,-0.87
4755,4574,10/18/2023 01:14 PM,Entertainment buzz: A star-studded event lit up the night. #celebrity #movies #music,"#celebrity, #movies, #music",Entertainment,106,228,5,30345,3210,Royville,59,Female,-0.12
4756,4785,27-10-2023 05:39,Lifestyle tips: Small changes can make a big difference in your daily routine. #food #health #travel,"#food, #health, #travel",Lifestyle,457,249,41,53412,4147,Meyerside,51,Female,-0.53
4757,3514,01/05/2023 03:56 PM,Political update: Today's debate on election integrity was intense. #election,#election,Politics,310,390,57,35414,3177,Kingchester,39,Female,-0.08
4758,2124,2023-10-31 06:56:00,Tech update: A breakthrough in AI is set to transform the industry. #innovation,#innovation,Technology,411,208,9,8367,2767,Lake Cherylland,62,Female,-0.02
4759,4654,21-11-2023 14:02,Tech update: A breakthrough in AI is set to transform the industry. #startup,#startup,Technology,741,467,88,39912,2641,Lake Christian,67,Male,-0.08
